f1;f2
-2.224229287508987;5.173954746121668
;
;
8.809701186419687;-5.544415116591756
4.3191747488182255;-1.9436813143673397
-0.014655370263620793;-7.601227793074276
-4.55760933067797;-5.502276902409149
-2.232593711355842;8.389184783112398
0.4131276553857876;-4.339206393195021
;
;
;
;
-6.6285337898241545;-1.0146011362636942
2.841102138822039;-2.540038337716416
-6.65507614321903;-2.9551976194950154
8.270888045251887;-4.769194391268357
-4.138209689820925;-5.237752508323232
-0.5465525490194255;-8.855361254129658
-1.0244611424215426;-4.662618567554891
-9.02866734469836;-8.933651330827244
-1.9863873219445294;9.187280317502976
-1.4572445913746672;4.5850899030739
-5.318381760901266;-1.5710107980289967
0.12198821478459954;-9.11453085978443
-1.987829091181272;7.460400513699028
-2.0901256520646387;1.2416379885483928
-1.408084559050199;6.049371884830627
-1.1570949743804118;3.3180700969968875
-8.311804176891656;-7.73514890660521
7.189882957168355;-4.282342766966113
;
;
7.539135480146911;2.306441105293126
-2.5915131192324896;1.822732018897384
-2.455186350590107;9.306122163592734
-5.169324253011906;-1.7051742558879657
-2.0813120301596286;9.201351567826155
;
;
0.28718603408846055;8.89245979032066
-5.319043411314041;-4.243125401499272
;
;
7.048719606163465;3.115841665698384
-8.713164969139214;7.636177806872246
-1.5959638742019335;0.8231559509452556
4.188405191988997;-3.1494900280956237
-5.603552863140185;-4.829541497646986
;
;
6.686193065908368;2.1465732515660014
-5.57886222157812;-4.73767034078996
-0.33771139819717066;1.492565097617453
6.5890484756754075;3.1859178908613273
;
;
-8.767142592036446;6.720559051657009
-0.8404017453716897;4.3341120869999035
-5.422953877925915;-1.9127533400369245
;
;
5.72989402106519;2.4737749124122157
-1.3842812014854446;8.816742272277985
;
;
;
;
;
;
-0.03289152314204112;-4.500543175251103
;
;
-5.09203294452369;-1.4552217480631335
;
;
-2.2907354941322366;4.744967925982072
-5.352860509520541;-1.4549600227425163
0.1696197584337632;-7.882341219645662
-5.521742658504484;-4.651664156061398
;
;
7.379256570771426;-5.149082054382545
-1.021378106180403;-3.7939085287805123
;
;
3.104330181005437;-2.6148434568156076
-5.901383231541602;-2.804633578421263
-0.9174922995484903;4.464382805620249
-1.2992926987491824;10.384972399127298
-4.564048979600402;-4.887671961807348
-0.3526849346386789;4.041447828495918
-2.0231471369777476;7.731401972270235
-0.9988212723410003;8.790721632447688
-0.4075637334774853;-8.248306663537587
3.3968685880419027;-2.613992934235702
0.33887853972773085;9.887809789507113
-2.5665671132449006;0.83290104175279
-5.1170073426747305;-5.027260262566599
-1.3761467572721617;0.9888016068830556
0.2927484464682456;-8.314313139869189
-2.0167173374416048;9.954808401421165
;
;
8.439796999621983;-3.7117001341417875
-8.290818222055814;6.759365076979379
;
;
0.5329756889440598;-7.261405989492065
;
;
-2.5903179513452854;3.9627518551434187
-7.668510687801642;-8.171084041743834
-0.6937278407728145;9.938217942752052
;
;
-0.5726168834431447;-5.041130769623764
-0.3994159991002129;-5.123406810276253
-0.7495759711063747;-8.591861894060525
-2.225374896440786;5.189859048738931
-1.234667974388269;9.447164485395522
-1.9459245211112233;4.354754414001851
4.008141065212562;-1.7774581100754459
;
;
-1.237522764916134;-9.724447562836385
6.7089331293560175;-4.163545928723895
6.099579033234836;1.4958716997107546
5.9005192582884405;1.5129606670828055
0.609564783591783;-10.13747827316903
8.19155400600427;-4.674177368066547
-9.508891984384789;6.8690601529322715
7.3198715056828;2.686390312401146
-6.596374181735212;-1.7179499367743047
5.8735173154563025;2.8658681894345595
-2.0578438957026552;7.875592980385333
-0.6374335791470238;8.565596392952646
7.285252225004416;-4.6318494563853125
;
;
-0.1268571310676344;-4.612827175460949
0.648415103405275;-3.2398828406007607
-1.1643605863151787;-9.33513354895874
-0.26629376973173646;-5.1109227975145215
-2.2231891058807416;4.723869119921365
;
;
-4.100230891287292;-5.359657071128485
-0.17414859725535195;-4.510594732026751
7.326190572523962;-5.968447973997968
;
;
-1.4463175116966225;3.4060283315901496
-0.16602826367976387;3.4437368494802048
-1.2344992812968865;3.6610736539347766
-2.798775409763567;9.2824989209084
-2.5542586647838554;1.648447114364377
-1.1227426023513534;4.692783786754064
-1.1594963256184956;4.908977745443574
8.097834276193321;-5.65984699153481
-4.339625194057943;-4.560509535048152
-7.492385664777859;-8.729321857920713
2.765113879157394;-1.9644617114758924
-5.135167011114822;-4.52002306054793
-1.6920617467872054;1.7292208709854013
-0.7601880551714527;7.583938133041007
-0.11104331985215038;-8.428857467052236
3.526070781586746;-2.0334066135337947
-1.5917633833320193;8.930870144288388
0.01057315328446895;-8.116952427006566
;
;
-4.237218872334548;-4.815838854574458
-1.3285501411729363;1.9907494392149485
6.76014404507893;2.449150010286744
-9.387796776687612;-8.395990513883556
-5.018083261817459;-0.9026512235303216
-1.0795592020849811;-9.06303988317874
-5.136632009052431;-5.196775473709002
-7.6576532069884955;-8.918007960972647
;
;
0.7099709143273466;-4.297920853863858
;
;
6.744518680763325;2.0680561447096233
-4.7718865884115935;-5.781493189902211
;
;
-0.09839815540137978;-4.5974316995008015
-0.569397839239151;-4.557305757538353
-2.149531830896666;4.794220462924583
1.048127533127988;-7.555968729676367
-1.252359402468211;4.305956584847443
-5.813009054699215;-2.502387458559538
-2.1985815280304553;4.6538306790590935
-4.635883785970355;-0.8170968546700267
6.855224256709044;-3.8019252987311214
4.302639749662494;-2.1677736358964177
-1.5931295192239134;5.555066583034807
-1.432473408776199;1.3575368922523554
0.694758734350275;-4.024905610487981
-2.2773822049485735;0.7882347236734109
-3.2239178779072812;7.626309641208911
8.212279715746407;-3.8618493614411955
-9.331981070927174;6.2021298241943414
;
;
-3.3263928584123055;-4.856611096251357
0.1003451796438764;-4.090189787818315
-9.038278224701061;8.11781007979846
5.837075117518084;2.536029303501234
7.96824335737332;-4.592428083046972
-7.187161195049619;-1.2099172896956947
-8.126307224458452;-7.184170701904701
6.565290384657014;2.754950303415079
-2.5584073855351432;8.586773195000335
-8.59650886708518;8.109130018190012
0.6795435427812302;-4.812253221223608
;
;
6.700041481784349;3.694196821515394
-5.820649652708015;-4.763418295163856
0.5871824689899973;-4.6652214166994765
0.009094807535142073;-3.8555683026087917
-1.2020125297841389;3.9798722745877715
-1.2607334495903353;9.813595023755674
7.254960780920709;2.464365501222493
-1.288170974508113;10.053103151044224
-3.425487887698252;-4.422178300123485
-5.531097709821899;-1.2712604903745601
4.264379239269875;-1.6145227378601996
-1.3456675504051725;9.056197616693712
-8.985073977678004;6.391434257472075
-9.350137145987006;7.269159752504465
7.518244762021848;2.313193205622691
3.250326527170652;-1.269053618713599
2.9228422753080934;-3.1573706058776643
6.020312205885495;1.6649305601607916
-9.268753177279988;-8.787184517928667
-0.22984168844843467;9.110320915091183
7.617261500607819;-4.715033399916345
-4.306269720784343;-4.775917504584929
-0.24321776873917297;9.654829471157408
-0.9730502679063681;10.621676422551788
-1.289777017367642;8.579591104968037
5.840309874776819;2.338861542918177
-0.8276253734366497;9.258019284119138
-5.009119050067882;-1.2185828222756099
-1.2818864903776515;3.821737549439125
3.2281123391699844;-2.0763651350544388
-2.172717685634257;8.291768627762403
6.041020771391993;2.540983318997191
0.6728044386010753;-4.4847329983860975
-1.1160714207348579;4.2261496998082535
5.930019346609625;0.9530145138696817
-1.4171686843875722;4.4626954959485365
-0.5748788812001249;-8.09246440479146
-0.4602739526562987;4.572309096087907
-4.286915326143303;-5.186035501063394
-8.207239515536434;7.0640523360641705
3.763699229703916;-2.4924855571250917
7.904113756222593;-4.843111094715994
2.8662288083644123;-2.019151653990445
-2.626212831636228;7.503300267624058
-7.391273946278243;-0.675431301020167
-0.5424818980852852;2.4268949874758112
-8.481809670006392;-7.726986448302813
-6.009230678391426;-1.3079763391521884
0.4174070399216503;-2.9617169085910167
7.045451802179609;-3.5124988748576533
-2.461687618286122;8.824820612251084
;
;
-5.066814010982884;-0.6102925942359185
-2.502882044727542;9.874628818508
-7.874311875219861;7.9644655038581735
-8.122158438448807;7.3395324625963525
-0.11719689871615854;9.893382612421005
6.752281890679946;0.9481449356443596
6.494530818068766;1.3566509929003752
-9.475555826285149;6.66233068100829
-5.560925609562081;-0.7296131189407064
-1.5095359299294695;3.3461853324613644
0.45576682176950634;-4.619859979707737
-0.8841624456760707;8.659841044319686
-4.290701217482139;-5.823302114054501
;
;
-7.6466066599778975;-8.612187070470979
-1.8890100951984599;1.8064744318338544
6.141838894902652;2.240224926276681
-4.425305794837186;-3.9804322998589576
;
;
;
;
;
;
-1.2955771749324063;9.613273981831863
;
;
0.6767648336306117;8.615886660166638
-1.2891508551086832;11.199171219061396
-1.0241671842910702;8.767827432140892
-2.102430322541559;9.341086948602127
6.9056886115985785;-4.330042328754639
;
;
-1.080523529537007;5.253520381941127
-6.2509935042750975;-2.2619783517706136
;
;
-1.3997052118802948;0.44563583073655033
7.19922505510264;-3.222628781429729
-2.815143003209112;0.6533475206570402
2.233685906634071;-2.9286046242667996
6.197981587794637;2.6103620669843437
-2.373588977480805;3.9935300795072153
-6.582087346361071;-1.2536463479691993
-7.736016709897859;7.678257022626825
-2.474934294293096;1.4680169162987369
-6.434421887045147;-1.4917765597865782
-1.94650367585331;8.31020417660183
;
;
-1.7523573916855748;3.804869963261831
0.6041068234556968;-8.892615393109823
-5.151555251424819;-4.0790155454519175
-1.9865463912349834;4.5352763458366026
;
;
-1.2776719065385795;8.807299459681039
;
;
-1.4676385815668263;8.956728488024728
7.643854839382861;-3.454330872356406
;
;
-1.9126475449414566;8.96627427052959
-1.2238834794530624;5.647618386247141
-8.890764777427448;7.824192393873366
;
;
-1.0791842280248498;0.4650575584766573
-8.224705270754514;-8.305799798997398
-1.9953317674798772;4.736211866662911
-0.2231589748476166;3.830526334949906
-1.8054362386325544;5.9388833498283295
7.7995296310150675;-4.500336818327376
-0.36565633253813196;-9.11493518911147
-2.722348439087922;8.994528443209994
;
;
-9.428460492148789;6.577789135607075
-8.487145114322885;-8.101653055350381
-1.2560202689683426;4.697895098191138
-7.800892092325271;-9.216386937534457
-2.0950478515330953;1.169206211173497
-6.937761610862072;-8.812633009110458
-2.034155337092256;0.8122996357175795
;
;
-8.73838410530168;8.427735089026624
-0.5242150690270728;-4.302131256676119
-7.202004565684834;-1.815933812648725
-0.976676646855772;4.068175685069482
-8.368164665656712;6.841868041569841
-1.8256669751254702;9.787734201065945
-1.923808032634885;8.745498774174374
0.10659250410030197;9.366481254120055
-5.690295988832802;-0.27925193445181384
-0.28847832479882274;-4.167934593127467
-3.8770746851551743;-5.428300767188286
3.1192447092080076;-3.944905248730713
-1.3391660553083025;-4.45519051670022
1.1738166207784082;-4.2428829362724105
;
;
;
;
-1.6237051801700888;1.5811622018239855
4.315875859215929;-2.7025882719367487
-2.3838900119806876;1.545843089559655
-1.1344119456983983;-9.27995081523511
5.6829482716802415;1.848490531861768
4.118599065989657;-2.2619772894143746
-5.528551046856513;-4.1210122841967
-0.5266996961406138;-8.22238793376144
-0.6570276348801924;2.8185136847776118
;
;
-1.1701322747602556;6.629846352508791
;
;
0.3590779731959772;-4.129553822035464
0.09777679843440623;3.8190334090562583
-1.4210710394781114;4.608948307336265
-6.47982020488533;-2.099968344107773
-4.73043770435268;-4.621274819218645
0.8460762182578403;9.641065770219855
;
;
3.5214878180740716;-2.4450717704473264
-0.305327118507306;-3.440907535308428
-7.23599035489181;-7.849408915694744
-7.2686014677735935;-1.7781805104517092
-6.336405883783695;-1.77794812761588
-7.552404601102856;5.839833569880375
-1.610316264682229;3.9952646992633145
-4.8506899751699;-4.064008892235318
-0.08800562722915445;-8.95855684648907
-1.8838970896172802;0.5003002017829853
;
;
-2.1301453490850815;8.876778431303912
-2.439326907782796;9.004730032148348
5.87485669183712;2.8493689058079297
-8.614019123269758;6.515703336213495
-1.0131367749451632;-4.2024952746121835
-0.08208894515093569;-3.2569390518435704
0.042940848970603684;-5.3077194551089475
-0.5505027874669508;10.04231182521196
6.310487200391475;1.305500579184764
-0.7736563702033699;-4.261567336965737
-7.526705913557425;-8.332680473236445
0.9254971403311039;3.4848559972206594
-6.162671837529973;-1.4718638159826045
-1.9588634321269724;9.739361799755137
-8.661899562141157;6.371621721089575
-0.9949240758853184;4.139676841796315
5.889589443809982;-4.267213152012316
6.816389115650492;-5.032171121000392
-7.9881088329076775;-8.259546538244706
-0.4705105581421106;-8.326646561632558
-1.3035690326834373;0.632320901109056
;
;
;
;
-4.945663882684981;-4.177109762475098
;
;
4.05859542343997;-1.824203767500251
-4.301644648167046;-5.086044883770307
7.666635516353597;-5.642261066162155
6.172970218167572;2.9574951540348278
;
;
-8.888288563202346;7.380541098663181
;
;
0.40747931384960145;8.738536962393967
;
;
-2.7470665271930486;10.437354552232987
;
;
0.057986772601613515;-4.276067975625332
-7.949364552822079;-9.023288289073905
;
;
-1.2830136587037921;3.515594188319405
-0.5330966619519896;-8.667942201603614
-7.966780499798406;-8.329854138668518
0.6699601448224497;-3.4561047670705323
-3.1896325497839406;1.724640370743677
-8.665430745344581;7.812186645766987
3.4629271454519293;-2.9730630014637187
-1.2951485495691;3.8480226302060236
-1.2805733653661855;4.73026190271807
-8.51500520830556;-8.23862556284664
4.290551972971936;-2.8039338550157336
-2.242894979003974;4.734679190048349
-1.5142529094661266;0.15036307704520557
-0.24786585198974345;9.666891928182618
;
;
-1.438318373597814;10.532526140044233
-2.4509734811463257;0.16084616863072265
-0.9510343251288397;3.1642557935002262
-9.515475612808356;6.612913486787862
-2.286102416514722;-0.08765223680776169
;
;
-1.389284223206547;4.210077315851244
-1.5825483939298899;4.335077232764644
0.350860791199204;10.014147833598425
-3.9136473035286494;8.641879155115982
;
;
-0.2779333902875432;-4.673926077335994
;
;
-5.621240007330378;-4.519096146576372
-8.81060438142267;7.485859147964053
2.8148950020728227;-1.3480524869830934
-2.3664097129742436;10.551491911184582
;
;
-5.175213993604299;-1.120173031049037
-3.734486397501121;-4.632394933128047
7.8242211763185;-4.322821869042894
-1.8921622695515992;8.94176206551812
-2.439344709693405;8.399826562109615
-8.259788857461539;-8.395538736420772
-1.243579825573791;-7.586403361676332
-1.06624997036999;9.422918333044262
-1.6007453362635078;2.8239133948698267
;
;
-3.696773322469606;-5.684937107523014
6.801389307761259;2.847190088652179
;
;
-4.073066676186979;-3.990388543142153
-0.9797483812036537;10.093116686365413
;
;
;
;
-0.4916802352975763;9.715024761842473
-0.61613432614679;4.249566172640347
-1.0692844689993621;4.347162342256279
-0.4032618843314506;7.743590320489718
-7.798401994536199;-8.95122758963176
-0.7820610286314098;8.968601562246397
;
;
-7.235681187333201;-8.962847996546271
-2.175639500774538;1.1087112247574937
-0.29121965181434706;3.5866407040170722
7.73704669285613;-3.890203071285536
;
;
;
;
-0.6423425728313716;10.055521765919766
-1.0336515664809942;-9.083321798465674
-3.1344740713112182;0.5323281950191538
0.034581806036091345;10.387157323182453
2.9651169742153005;-2.873378289477837
-8.32953041995761;-7.87377523910158
;
;
-1.1325032698318132;10.611896596575992
-5.309184293459844;-4.0022810885740885
-8.648897603929301;-8.535653514910639
3.498261140810546;-1.9316343202059416
-3.4326893282599844;8.807167030909536
-1.4816690028327137;0.9160797333710631
-0.4115017799235119;-8.716262323181539
8.481961832510894;-4.798336417024673
9.030731489978002;-3.5661885872789316
;
;
0.9170321917347697;9.164516979075977
-2.664424492624072;1.4807723925423666
0.33993561109054926;-9.289624366775465
-5.084098830203589;-4.678937714148813
-1.8888811452199954;2.0787456673379876
6.547317870003393;-3.9748403418861287
5.973121540048759;1.9430910657545095
-0.634544173218986;2.976154986071352
-2.567040207694039;8.374909705213188
-2.7749377525297563;8.024497013938731
-1.0257387351618343;8.729481444121646
-2.3152009310916974;11.328292826433627
0.18164926844523277;-7.475082640571553
;
;
-1.074658067684346;4.057354979805212
-8.992471773206947;6.649258783183125
-2.1984150362448545;0.43078894178578
-1.8156947206394536;-7.897035335674937
7.077889876748268;2.477147561713897
-8.213796115819378;-8.61286414686212
3.7549559913510078;-2.1311718429869324
-0.9879077450787993;-6.937519390970429
0.27446394985341105;8.215042316293719
-8.818504190140855;7.925642843363967
-2.3012154457514264;9.56869946684827
-1.442791853958107;7.925825402970308
-2.626259229346148;9.255457723088053
;
;
0.5080087906346559;-4.170571414812607
-4.687345276963142;-5.7916727965012536
;
;
-3.8754170316815832;-3.9142956177550996
5.141691796418663;1.9548683861097582
7.695252781103393;-5.145019177655479
-8.19242143231343;7.418476802643046
-9.074122779159314;7.359194506242619
;
;
-0.8759704697816679;4.814594303194667
-8.905653528211;-10.105658430639838
-7.452323320738503;-8.408495285344703
-2.5470709285326896;5.200360971988853
-8.065770552622443;-8.127243439238717
;
;
-0.8433454907160828;4.6292599452391725
6.228297233194817;1.8931908686870687
-3.048516346556168;9.480811849429708
;
;
-5.666534076536383;-0.2217752056961937
-0.637880797997838;4.483709775769314
;
;
-6.623413383343346;-2.4155118605926864
0.3540937279132037;3.1663429710079933
5.7821152693969555;1.764031767640367
6.711342289236471;1.3431422612108932
-9.678238238947282;6.545360748539041
-1.8900877097179194;10.75073384194392
-1.7944815645580179;1.106278096466959
;
;
-0.8676144254240684;-8.05942947021423
-0.7746887874203605;10.079916817114
-8.450156404767663;6.8162310965565025
0.6440079801993801;9.411121553031943
;
;
0.11748045978313398;-9.067835340221341
-4.385620289114858;-6.109639744964713
;
;
-1.0959691400728013;-9.256685268399547
0.7799615989197246;9.855911128254018
-0.30579182789758375;3.074524381045544
-5.27963311546959;-4.314520669318662
8.928791009289307;-4.971271956946594
-8.535188365359664;6.962544151755388
;
;
-0.8914293417891427;-8.595629638465896
6.613333994201527;2.252129944035231
0.14791884745188022;1.227782200085029
-1.7309828526534448;1.0237561437415232
-1.6564343376997541;3.4754634532790827
-3.1945554691615046;4.784134025622837
6.617937223706441;3.5230653283509445
7.211496341410125;-4.436056676764578
-2.570244517105991;9.19164496460413
-8.976642790440795;-8.36599253922172
-1.1936707833847562;4.386065600644212
6.620601725159407;2.2341191683872816
0.10714037126744433;-5.2186973840443125
-2.1291213727493252;5.759601179973475
3.2684816813246775;-1.7243884796695557
-1.3458909332251954;1.779735829828721
-1.6284307892816958;10.880538766367978
4.112236105194038;-0.8372335878023622
-0.5638155533770299;-8.715442151400294
-9.662392199992567;7.1065649080574556
3.4326917536558117;-2.2212557587306403
-1.539760148947161;9.156282044349755
3.1113222755445484;-3.353849615625408
6.863785825671639;-5.014217783727721
-8.953326992467598;-8.22483662783475
-1.3622672090215047;1.1160792372007409
5.875745364400637;2.759299599952037
;
;
7.1547873795077725;-3.5397967013631932
-6.823240156906174;-4.647955806354519
-2.0227034400195874;9.520582482951756
8.095070324797856;-4.415813228819043
-1.603991198899732;0.8038513575544386
7.15517232170475;-4.969863041881687
-8.36626576008422;7.604502766713503
3.638053082521783;-3.2158538265989773
7.393187795852321;-5.305339022105204
0.07085251270743398;-8.797313683235052
0.18384347189074957;0.9306225722514704
-1.6184247603699309;9.839282267460458
0.06224552605124967;-8.388231914448896
-4.57147924988079;-5.302801637957129
6.900764974663582;1.7350449491116628
-1.9924349857428454;10.01742442626208
-2.530633517359086;8.401691598331873
-6.419377827606037;-0.9463178941974943
0.13129042513833206;8.274877200658082
8.393954702639576;-5.543107092580181
6.826966013973644;-4.308251556809632
-7.209888620904215;-8.149265512840785
-3.1869447796617907;8.549373739715865
-5.7803661900376975;-2.0476679819920363
-7.813281864543427;7.342358799247551
;
;
8.299370152512655;-4.852099348395743
;
;
-2.1601069769829584;8.891833772663356
-5.795440702823291;-1.5380091245131668
;
;
-1.9112506376542144;1.3710015307890022
-2.210856799705326;0.5730229872361259
6.943588278907169;1.5669673389461327
6.080158628807115;1.3903187412356448
;
;
-1.6920612065105556;3.126982193802581
-7.842584402243056;-9.12865149265451
3.070185967079587;-1.768692276965535
-1.6594219007831061;9.535874441030888
-0.4540087857823971;9.97143136890992
-1.2357829537138323;0.2177207187061605
-2.6340779802587724;0.9368057551177011
-8.817982632089482;7.178102347941643
-5.073888801626198;-1.7534194257014863
;
;
-0.48183233061108277;-8.763599081044243
-4.373708667482837;-5.040081979859674
-2.181754999102962;0.4956903657362889
-0.7892054442324932;1.5349071929104277
-8.50464514794746;-9.18691216974714
-9.443472674458812;6.8465940097149005
3.556568178528798;-1.6869046886259946
;
;
-3.049434674429444;9.076617380703283
-1.131700713299919;3.568466120757103
0.5162835073886932;-8.76775248137525
-0.9455119656006289;-4.408128984034229
8.775129864928655;-3.0963830814209334
-0.6841483142071072;7.690214462067521
-0.999853349397606;0.7915176345417939
;
;
;
;
0.02326902428305408;-4.703026842697755
-3.756695527091593;1.4924691421347251
5.453981334845722;1.9581705390342312
-1.3403813609835313;8.907494906253003
-1.2281048148486429;3.0087671668395517
-0.9963153983587215;2.937432453365074
-0.5293113853512992;-8.734110479767544
2.4860398904098573;-2.6282769289711085
-5.588348234650475;-4.484904345629246
-1.021278441299894;5.205918393621916
-5.330795531016715;-4.09506980134783
2.5703425863159612;-3.0420960938586568
-2.26215509438657;1.0280349200604373
;
;
-4.6174842818834465;-3.397699859486454
-2.4109990210758476;9.818495083968449
-0.23335194309611001;9.319097189930336
-1.147724203743551;1.310008653669005
-9.437189061159476;-8.764223428239951
0.8822874102125777;-7.529808201816886
-2.4009888403959936;4.171510843400045
-2.334898486881472;8.366361006997153
7.4538051004264165;-4.26026840536717
-2.256429065498068;1.1919168708901067
-8.495635383965881;6.448810374215304
-4.571909754787033;-4.198145777509527
;
;
-1.2212886702900674;1.937806760054847
-0.806005266908578;3.086141617993766
-2.6260438485766153;0.6092726372414706
-1.3787047095168135;9.870473250310194
-6.533174778241978;-1.8545861083761404
-0.33408039301665776;-3.9377954674151807
;
;
0.04614086962354862;-3.652464523214369
;
;
0.5055736949441975;-8.665136186533887
7.004647904192918;3.2715169065348824
;
;
-7.419608270895105;6.551669276005924
-5.85681160425161;-1.5122990028162424
-0.7128016152185463;7.892062212334208
-6.434520583998119;-1.065346861643098
8.101595322935866;-4.399848024109166
0.10597670688712751;-4.941379348454361
;
;
-8.858285485267494;6.24853548339194
-2.1739612066070153;9.338963085282492
-4.8911974696309315;-4.630630546358049
-1.3541546418483805;2.752631575743563
-1.576752751300449;3.635976385110067
-6.795785787610696;-8.84570145441972
;
;
-3.104028339787255;8.960269277364368
-8.42407652011932;7.655435173473734
;
;
;
;
3.6836884869624575;-3.018294485423179
-1.9561075626428566;1.2325176288276236
-1.4649835625262217;4.890233779486846
-7.696549140767582;7.742193631283148
-9.126473452334867;5.974109641988044
-4.313187856145558;-4.259705186763086
7.416916452999181;-4.437144013997165
-2.6837162021001904;5.265241447405333
-1.4630410462878534;8.544809288834866
;
;
;
;
-8.174139555098558;-9.207728422264225
;
;
-2.3540282591058794;9.191609001765915
3.9691356539008997;-1.7870224481104928
;
;
-2.1844837088395135;1.5669213412805436
-1.1403224072116505;9.966145454293313
;
;
6.731804786119869;1.3561536627350885
6.321017550699886;-5.0563799361655555
;
;
-7.766680980844314;6.885809830521172
-0.9064723592086721;9.428490831655232
;
;
;
;
-3.3087681813667205;-3.555753636280032
-8.510638040452696;7.0799810686685385
-1.7827186521736316;0.23805667376900042
-1.5453109882263636;9.819857302579873
-4.072233311885804;-4.362175665848156
-8.135432642069187;-8.443419394576816
-1.2668568942847298;2.716894158851933
-1.5738870902235265;8.66449958112286
0.5586010640582022;-8.547963284353758
3.4078401673579735;-2.6919516842340174
-9.953848830610536;6.352156795475619
;
;
3.351737083803818;-2.2555185040519055
-1.5650423539891174;8.699028912014494
-4.446232386614218;-4.671269260197356
8.69242604060858;-4.190252855285469
-4.464463584368235;-5.9631890891922605
;
;
;
;
-6.317416086632012;-1.5193975362193368
-4.510202926019336;-3.5853590767666317
;
;
2.7171879536014285;-2.130159103725033
;
;
3.335980192026278;-2.871748299443162
-9.17535119748046;-9.00000558826184
6.353576978226615;1.259126266855242
-1.254349926693619;9.433841950126357
6.274740906761643;3.1106030164196397
7.6970780827212195;-4.055377132281596
-2.2556877921923695;9.55971623243832
-7.718876152708058;-8.52697357615836
7.5331498786361815;-5.333659948238113
7.0569794007757345;2.3259365082563135
-0.9559241081394693;8.984560436901136
-0.28767589077978023;8.878072933467518
-0.4340836704728811;-9.271158020279309
7.521289253149615;-4.622831159682459
-1.9182595600338241;4.780405504132322
;
;
-2.5061905570348126;5.643148522970765
-0.7090020418752088;3.266913587994366
2.916526956265376;-2.019886299951542
-6.533597679864654;-1.9558323830883038
-5.1678462310174895;-2.395777215032063
;
;
-0.35437060755064287;-4.161789065126662
8.3644225270284;-4.46110750329997
;
;
2.92784677784669;-2.596368049143862
;
;
-4.5110180178827965;-3.4731146704413014
4.2944205538505145;-2.9897156086774372
-1.0227066252747645;3.6694407131948883
-0.2984493604465944;10.432682930144718
-8.064746284461526;-8.718218167449997
-0.6894074056121919;3.637231761853459
7.002772436857975;2.8829593305896224
-1.6338205103868635;1.1424183871338476
0.4748649541227238;9.545597986999521
-1.4489570026354426;4.38282635622861
-2.460411805081299;0.8240650117582642
-1.8013733061307546;2.063228746967239
-1.043435781721126;3.090286835845511
-5.2254564204479745;-4.846260324127448
-5.070928361344571;-4.639619410571348
0.6597025860627691;9.22799664364039
;
;
;
;
-0.7555940584642108;2.976813868637916
7.419777152983927;-4.600138559848956
0.8573078665988063;-6.062681281063879
-9.209650302294976;6.391156781385018
-8.011781545382073;-8.333949599214437
8.83870030761944;-4.444870427542949
-1.5545654140411889;4.6235645864561885
-0.546339680024902;-3.9551007429595018
;
;
-7.848277372722605;7.143458482054378
-9.66548032052463;-9.434556982277348
-3.2939396659082645;7.772209151438657
-1.3560251360786195;-3.6399193597075192
-8.383309878301782;6.933987039299129
-0.5345692471190671;9.246304415132396
-3.2616377817081985;7.75021714726748
-2.3813284375671717;8.649520439884057
-0.293352882572484;-8.461610977513471
